row_index,original_lang,original_script,original_sentence,generated_first_n_tokens_sentence,detected_lang,detected_script,is_english
8,acq,Arab,"بأواخر سنة 2017، ظهر ""سيمينوف"" على قناة التسوق التلفزيونية كيو في سي.","بالطبع، نسخة أكثر تعقيداً من الجملة هي ""في أواخر عام ",ara,UNKNOWN,False
9,acq,Arab,كما حلت رينج دعوى قضائية مع شركة الأمن المنافسة، شركة آي دي تي.,"بالطبع، نسخة أكثر تعقيداً من الجملة هي ""كما حلت ر",ara,UNKNOWN,False
10,acq,Arab,الظاهر أنو في لقاح واحد تجريبي بيقدر يقلل من وفيات الإيبولا، بس لحد الآن ما قدروش يحصلوا أي علاجات مناسبة لعلاج العدوى الموجودة.,نعم، أنت على حق. حتى الآن، لم يتم تطوير أي علاج أو لقاح,ara,UNKNOWN,False
11,acq,Arab,كان به خلطه واحدة من الأجسام المضادة، وهي ZMapp، واعدة في البداية بهذا المجال، بس الدراسات الرسمية أشارت أنو الفائدة اللي شيحصلوها من هذي الخلطة كانت أقل من الفوائد اللي يشتوها في منع الموت.,يبدو أنك تشير إلى تجارب علاجية تتعلق بالأجسام المضادة العلاجية,ara,UNKNOWN,False
12,acq,Arab,بتجربة PALM، استُخدم دواء ZMapp كمعيار مراقبة، بمعنى أنو العلماء وضعوه كأساس وقارنوا العلاجات الثلاثة الباقي به.,نعم، في تجربة PALM (علاج متعدد الأهداف للملاريا)، تم استخدام,ara,UNKNOWN,False
13,acq,Arab,تدعم الولايات المتحدة للجمباز رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة للأسرة الأولمبية لتعزيز بيئةٍ آمنة لجميع الرياضيين حقنا.,يبدو أن النص الذي قدمته هو بيان أو إعلان يؤكد دعم الولايات المتحدة للجم,ara,UNKNOWN,False
14,acq,Arab,نحن متفقون مع بيان اللجنة الأولمبية الأمريكية أنو مصالح الرياضيين والنوادي، وحقهم الرياضة، يمكن تحقيقها بشكل أفضل من خلال المواصلة بتغيير معه مغزى داخل المؤسسة حقنا، بدل من سحب التراخيص.,يبدو أنك تتحدث عن نقاش حول كيفية التعامل مع القضايا المتعلقة بال,ara,UNKNOWN,False
15,acq,Arab,تدعم هيئة الولايات المتحدة للجمباز تحقيق مستقل يركز على أن وصف الناجين من لاري نصار الإساءة النسبية بشجاعة قكان من الممكن ألا يتم اكتشافه لفترة طويلة بدون احتضان أي تغييرات ضرورية ومناسبة.,يبدو أن النص الذي قدمته يتعلق بدعم هيئة الولايات المتحدة للجمباز (US,ara,UNKNOWN,False
16,acq,Arab,هيئة الولايات المتحدة الأمريكية للجمباز واللجنة الأولمبية الأمريكية معاهن نفس الهدف — وهوه أنوه يخلوا رياضة الجمباز والباقي، آمنة على ما يقدروا للرياضيين علشان يحققوا أحلامهم ببيئة آمنة وإيجابية وقوية.,يبدو أن النص الذي قدمته يُعبّر عن هدف مشترك بين هيئة الولايات,ara,UNKNOWN,False
17,acq,Arab,وفي ستينيات القرن الماضي، عمل بريجنسكي مستشار لجون إف كينيدي، وبعدها عمل في إدارة ليندون جونسون.,"بالتأكيد، نسخة أكثر تعقيداً من الجملة هي ""في الستين",ara,UNKNOWN,False
18,acq,Arab,ووقت اختيارات سنة 1976، اشتغل مستشار لكارتر للسياسة الخارجية، وبعدين اشتغل مستشار للأمن القومي من سنة 1977 إلى سنة 1981 بدل هنري كيسنجر.,"بالتأكيد، نسخة أكثر تعقيداً من الجملة هي ""خلال اختي",ara,UNKNOWN,False
19,acq,Arab,أيام شغله لمنصب مستشار بالأمن القومي، ساعد كارتر دبلوماسي في إدارة شؤون العالم مثل اتفاقيات كامب ديفيد سنة 1978؛ وفكرة تطبيع العلاقات الأمريكية والصينية بأواخر السبعينيات؛ والثورة الإيرانية اللي أدت إلى كارثة الرهائن الإيرانية سنة 1979؛ والاحتلال السوفييتي لأفغانستان سنة 1979.,يبدو أن النص الذي قدمته يتحدث عن دور جيمي كارتر، الرئيس الأمريكي السابق,ara,UNKNOWN,False
20,acq,Arab,وقحصل الفيلم اللي يضم رايان جوسلينج وإيما ستون، على ترشيحات بجميع الفئات الرئيسية.,"بالطبع، نسخة أكثر تعقيداً من الجملة هي ""فيلمها الذي",ara,UNKNOWN,False
21,acq,Arab,حصل جوسلينج وستون على ترشيحات لأفضل ممثل وممثلة واحد بعد واحد.,"بالتأكيد، نسخة أكثر تعقيداً من الجملة هي ""حصل ج",ara,UNKNOWN,False
22,acq,Arab,بتشمل الترشيحات الأخرى أفضل صورة ومخرج وتصوير سينمائي وتصميم أزياء وتحرير أفلام ونقاط أصلية وتصميم إنتاج وتحرير صوت ومزج صوت وسيناريو أصلي.,يبدو أنك تتحدث عن فئات الترشيح أو الجوائز في مجال صناعة الأفلام,ara,UNKNOWN,False
23,acq,Arab,حصلت الثنتين الأغاني من الفيلم، تجربة أداء (The Fools Who Dream) وCity of Stars، على ترشيحات لأفضل أغنية أصلية. حصل استوديو Lionsgate 26 ترشيح — أكثر من أي استوديو ثاني.,"بالتأكيد، نسخة أكثر تعقيداً من الجملة هي ""حصلت",ara,UNKNOWN,False
24,acq,Arab,بوقت متأخر يوم الأحد، أعلن رئيس امريكا دونالد ترامب، في بيان قاله عن طريق السكرتير الصحفي، أنو القوات الأميركية شتخرج من سوريا.,في وقت متأخر من يوم الأحد، أصدر رئيس الولايات المتحدة الأمريكية دونالد ترامب,ara,UNKNOWN,False
0,aeb,Arab,وزاد قال، عندنا فيران عمرها 4 شهور كانت مريضة بالسكر وتوة برات.,يبدو أن النص يحتوي على بعض الأخطاء الإملائية والنحوية. إل,ara,UNKNOWN,False
1,aeb,Arab,نبه الدكتور إيهود أور -أستاذ الطب في جامعة دالهوزي في هاليفاكس، نوفا سكوتيا ورئيس الشعبة الطبية والعلمية في الجمعية الكندية للسكري- انو البحث مازال في أياماتو الأولى.,يبدو أنك تشير إلى تصريح للدكتور إيهود أور، أستاذ الطب في جامعة د,ara,UNKNOWN,False
2,aeb,Arab,وكيف بعض الخبراء الآخرين، عندو شك انو السكر يمكن يتداوى، مع الملاحظة أنو النتائج هذه ماعندهاش علاقة بالناس اللي عندهم السكر من النوع الأول.,تعد مسألة إمكانية علاج السكر (الداء السكري) موضوعً,ara,UNKNOWN,False
3,aeb,Arab,يوم الاثنين، أعلنت سارة دانيوس -السكرتيرة الدائمة للجنة نوبل للأدب في الأكاديمية السويدية- في برنامج إذاعي على راديو السويد في السويد، أن اللجنة - اللي ما تمكنتش باش توصل مباشرة لبوب ديلان فيما يخص ربحو لجائزة نوبل في الأدب لعام 2016-  أيست باش توصلو.,يوم الاثنين، أعلنت سارة دانيوس، السكرتيرة الدائمة,ara,UNKNOWN,False
4,aeb,Arab,"دانيوس قال ""توة ماناش باش نعملو حتى شيء. تواصلت وبعثت ايمايلات لأقرب المتعاونين معاه وتحصلت على أجوبة حلوة. هذا يكفي توة بالطبيعة.""",يبدو أن دانيوس يعبر عن شعوره بالإنجاز والرضا عن الوضع,ara,UNKNOWN,False
5,aeb,Arab,قبل، لاحظ جيمي سيمينوف، الرئيس التنفيذي لشركة Ring، أن الشركة بدات وقت اللي ناقوس الباب متاعو ما كانش يتسمع من حانوتو في كاراج الدار.,يبدو أن النص يصف تجربة جيمي سيمينوف، الرئيس التنفيذي,ara,UNKNOWN,False
6,aeb,Arab,قال أنو صنع ناقوس يمشي بالوي في.,يبدو أن الجملة التي ذكرتها تحتوي على خطأ نحوي أو تركيبي. إذا,ara,UNKNOWN,False
7,aeb,Arab,سيمينوف قال أن المبيعات طلعت بعد ما ظهر في عام 2013 في حلقة شارك تانك، وين رفضت لجنة العرض تمويل الشركة الناشئة.,"بالطبع، نسخة أكثر تعقيداً من الجملة هي ""قال سيمين",ara,UNKNOWN,False
8,aeb,Arab,"في آخر عام 2017، ظهر ""سيمينوف"" على قناة التسوق التلفزيونية كيو في سي.","بالطبع، نسخة أكثر تعقيداً من الجملة هي ""في أواخر عام ",ara,UNKNOWN,False
9,aeb,Arab,رينج عملت دعوى قضائية مع شركة الأمن المنافسة، شركة آي دي تي.,"بالتأكيد، نسخة أكثر تعقيدًا من الجملة هي ""رين",ara,UNKNOWN,False
10,aeb,Arab,بالرغم اللي يظهر أنو فمة تلقيح واحد تجريبي ينجّم يحد من وفيات الايبولا، حتى لتوة، مافماش حتى دواء باهي يداوي العدوى الموجودة.,بالفعل، على الرغم من أن التجارب الأولية للتلقيح ضد فيروس إ,ara,UNKNOWN,False
11,aeb,Arab,كان فمة كوكتيل واحد من الأنتيبيوتيك، وهو ZMapp، مشى بالقدا على الأول في هذا المجال، ولكن الدراسات الرسمية ورات أنو الفائدة متاع ها الكوكتال أقل من الفائدة اللي كانوا يلوجوا عليها باش تمنّع من الموت.,يبدو أن النص الذي قدمته يتحدث عن تجربة استخدام دواء يسمى ZMapp,ara,UNKNOWN,False
12,aeb,Arab,في التجربة متاع  PALM، استخدموا عقار ZMapp كمعيار مراقبة، يعني أنو العلماء حطوه كأساس وقارنوا به الدوايات الثلاثة الأخرى.,في تجربة PALM (التجربة السريرية لتقييم علاجات فيروس كورونا,ara,UNKNOWN,False
13,aeb,Arab,تدعم الولايات المتحدة للجمباز رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة الملحة للأسرة الأولمبية باش تحضّر بيئةٍ آمنةٍ  للرياضيين متاعنا الكل.,يبدو أن النص الذي قدمته هو بيان يؤكد دعم الولايات المتحدة للجمباز ومو,ara,UNKNOWN,False
14,aeb,Arab,نتفق مع بيان اللجنة الأولمبية الأمريكية بأن مصالح الرياضيين والأندية، ورياضتهم، تنجم تتخدم ماخير اذا مشاو في تغيير عندو معنى في المؤسسة متاعنا في بلاصة سحب التراخيص.,يبدو أن النص الذي قدمته يتناول موقفًا يتعلق باللجنة,ara,UNKNOWN,False
15,aeb,Arab,هيئة الولايات المتحدة للجمباز قاعدة تدعم في تحقيق مستقل يمكن يسلط الضوء على أن وصف الناجين من لاري نصار الإساءة النسبية بشجاعةٍ  كان يمكن ما يتمش اكتشافو لفترة طويلة من غير عملان حتى تغييرات ضرورية ومناسبة.,يبدو أن النص الذي قدمته يتعلق بفضيحة الاعتداء الجنسي التي تور,ara,UNKNOWN,False
16,aeb,Arab,هيئة الولايات المتحدة الأمريكية للجمباز واللجنة الأولمبية الأمريكية عندهم نفس الهدف — وهو أنهم يخليو  رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين باش يحققوا أحلامهم في بيئة آمنة وإيجابية وقوية.,يبدو أن النص يسلط الضوء على أهداف مشتركة بين هيئة الولايات المتحدة الأمريكية,ara,UNKNOWN,False
17,aeb,Arab,وفي ستينيات القرن الماضي، خدم بريجنسكي مستشار لجون إف كينيدي ومبعد خدم في إدارة ليندون جونسون.,"بالتأكيد، نسخة أكثر تعقيداً من الجملة هي ""في الستين",ara,UNKNOWN,False
18,aeb,Arab,وفي اختيارات عام 1976، خدم مستشار لكارتر للسياسة الخارجية، ومبعد خدم مستشار للأمن القومي من عام 1977 إلى عام 1981 في بلاصة هنري كيسنجر.,"بالطبع، نسخة أكثر تعقيداً من الجملة هي ""في انتخابات عام ",ara,UNKNOWN,False
19,aeb,Arab,وقت اللي شد مستشار في الأمن القومي، عاون كارتر دبلوماسيًا في إدارة شؤون العالم كيف اتفاقيات كامب ديفيد عام 1978؛ وفكرة تطبيع العلاقات الأمريكية والصينية في أواخر السبعينيات؛ والثورة الإيرانية اللي عملت كارثة الرهائن الإيرانية عام 1979؛ والاحتلال السوفياتي لأفغانستان عام 1979.,خلال فترة عمله كمستشار للأمن القومي في إدارة الرئيس جيمي كارتر،,ara,UNKNOWN,False
20,aeb,Arab,الفيلم اللي فيه رايان غوسلينغ وإيما ستون، تم ترشيحه  في جميع الفئات الرئيسية.,"يبدو أنك تشير إلى فيلم ""La La Land"" (مدينة النجوم) الذي صدر عام",ara,UNKNOWN,False
21,aeb,Arab,جوسلينغ وستون ترشحوا لأحسن ممثل وممثلة وراء بعضهم.,نعم، في حفل توزيع جوائز الأوسكار الـ84 في عام 2,ara,UNKNOWN,False
22,aeb,Arab,الترشيحات الأخرى شملت جائزة أفضل فيلم ومخرج وتصوير سينمائي وتصميم أزياء ومونتاج وموسيقى تصويرية وتصميم إنتاج وتعديل الصوت ومزج الصوت وسيناريو أصلي.,يبدو أن النص يشير إلى فئات الترشيح المختلفة في حفل توزيع جو,ara,UNKNOWN,False
