language,fact_id,subject,relation,question,options,golden_answer,predicted_answer,is_correct
afr,Q123190_P101_Q9418,Jean Piaget,P101,Jean Piaget werk op die gebied van _____.,"['sielkunde', 'wiskunde', 'wiskundige', 'Fisiologie']",sielkunde,UNKNOWN,False
afr,Q159636_P101_Q5891,Joseph Priestley,P101,Joseph Priestley werk op die gebied van _____.,"['voël', 'filosofie', 'Jag', 'mitologie']",filosofie,filosofie,True
afr,Q9095_P101_Q413,James Clerk Maxwell,P101,James Clerk Maxwell werk op die gebied van _____.,"['argeologie', 'fisika', 'wiskunde', 'ekonomie']",fisika,fisika,True
afr,Q619_P101_Q333,Nicolaas Copernicus,P101,Nicolaas Copernicus werk op die gebied van _____.,"['sterrekunde', 'Argitektuur', 'spotprenttekenaar', 'romanskrywer']",sterrekunde,sterrekunde,True
afr,Q233051_P101_Q188094,Eric Maskin,P101,Eric Maskin werk op die gebied van _____.,"['teologie', 'sosiologie', 'Ekonoom', 'Boeddhisme']",Ekonoom,Ekonoom,True
afr,Q205772_P101_Q7150,Jared Diamond,P101,Jared Diamond werk op die gebied van _____.,"['ekologie', 'Komediant', 'Boeddhisme', 'Meetkunde']",ekologie,ekologie,True
afr,Q354631_P101_Q333,Jeremiah Horrocks,P101,Jeremiah Horrocks werk op die gebied van _____.,"['sterrekunde', 'Ekonoom', 'logika', 'mitologie']",sterrekunde,sterrekunde,True
afr,Q312587_P101_Q2329,Claude Louis Berthollet,P101,Claude Louis Berthollet werk op die gebied van _____.,"['romanskrywer', 'chemie', 'geskiedenis', 'sosiologie']",chemie,chemie,True
afr,Q153185_P101_Q2329,Joseph Louis Gay-Lussac,P101,Joseph Louis Gay-Lussac werk op die gebied van _____.,"['chemie', 'geskiedenis', 'Genetika', 'ekologie']",chemie,chemie,True
afr,Q58068_P101_Q11190,Johann Gmelin,P101,Johann Gmelin werk op die gebied van _____.,"['geneeskunde', 'romanskrywer', 'Ekonoom', 'geologie']",geneeskunde,geneeskunde,True
afr,Q8750_P101_Q413,Michael Faraday,P101,Michael Faraday werk op die gebied van _____.,"['argeologie', 'Wetenskap', 'fisika', 'romanskrywer']",fisika,fisika,True
afr,Q102804_P101_Q2329,Henri Moissan,P101,Henri Moissan werk op die gebied van _____.,"['Ballet', 'chemie', 'apartheid', 'fisika']",chemie,chemie,True
afr,Q78448_P101_Q42989,Heinz Hopf,P101,Heinz Hopf werk op die gebied van _____.,"['Fotografie', 'Meetkunde', 'geologie', 'topologie']",topologie,topologie,True
afr,Q78448_P101_Q8087,Heinz Hopf,P101,Heinz Hopf werk op die gebied van _____.,"['musikant', 'geskiedenis', 'topologie', 'Meetkunde']",Meetkunde,topologie,False
afr,Q37463_P101_Q413,Pierre Curie,P101,Pierre Curie werk op die gebied van _____.,"['sielkunde', 'fisika', 'Opera', 'biologie']",fisika,fisika,True
afr,Q104154_P101_Q333,Urbain Le Verrier,P101,Urbain Le Verrier werk op die gebied van _____.,"['Argitektuur', 'sterrekunde', 'Wetenskap', 'biologie']",sterrekunde,sterrekunde,True
afr,Q276280_P101_Q309,Johan Huizinga,P101,Johan Huizinga werk op die gebied van _____.,"['geneeskunde', 'Fisiologie', 'geskiedenis', 'argeologie']",geskiedenis,geskiedenis,True
afr,Q6733_P101_Q413,Edward Teller,P101,Edward Teller werk op die gebied van _____.,"['topologie', 'Argitektuur', 'spotprenttekenaar', 'fisika']",fisika,fisika,True
afr,Q2331_P101_Q639669,Led Zeppelin,P101,Led Zeppelin werk op die gebied van _____.,"['musikant', 'romanskrywer', 'chemie', 'Opera']",musikant,musikant,True
afr,Q7186_P101_Q2329,Marie Curie,P101,Marie Curie werk op die gebied van _____.,"['Ekonoom', 'anatomie', 'logika', 'chemie']",chemie,chemie,True
afr,Q159592_P101_Q395,John Napier,P101,John Napier werk op die gebied van _____.,"['Opera', 'wiskunde', 'biologie', 'apartheid']",wiskunde,wiskunde,True
afr,Q935_P101_Q333,Isaac Newton,P101,Isaac Newton werk op die gebied van _____.,"['Genetika', 'taalwetenskappe', 'sterrekunde', 'logika']",sterrekunde,sterrekunde,True
afr,Q244152_P101_Q395,Willebrordus Snellius (Snel van Royen),P101,Willebrordus Snellius (Snel van Royen) werk op die gebied van _____.,"['teologie', 'Fotografie', 'Meetkunde', 'wiskunde']",wiskunde,Meetkunde,False
afr,Q185_P101_Q5891,Larry Sanger,P101,Larry Sanger werk op die gebied van _____.,"['filosofie', 'romanskrywer', 'anatomie', 'musikant']",filosofie,filosofie,True
afr,Q57063_P101_Q413,Philipp Lenard,P101,Philipp Lenard werk op die gebied van _____.,"['Jag', 'Ballet', 'argeologie', 'fisika']",fisika,fisika,True
afr,Q186561_P101_Q420,Alfred Kinsey,P101,Alfred Kinsey werk op die gebied van _____.,"['Ballet', 'biologie', 'wiskunde', 'Wetenskap']",biologie,biologie,True
afr,Q41284_P101_Q2329,John Dalton,P101,John Dalton werk op die gebied van _____.,"['geneeskunde', 'chemie', 'wiskunde', 'biologie']",chemie,chemie,True
afr,Q41284_P101_Q413,John Dalton,P101,John Dalton werk op die gebied van _____.,"['fisika', 'Ekonoom', 'logika', 'sterrekunde']",fisika,fisika,True
afr,Q207534_P101_Q8078,Alfred Tarski,P101,Alfred Tarski werk op die gebied van _____.,"['taalwetenskappe', 'filosofie', 'Wetenskap', 'logika']",logika,logika,True
afr,Q9106_P101_Q2329,Dmitri Mendelejef,P101,Dmitri Mendelejef werk op die gebied van _____.,"['chemie', 'biologie', 'Ballet', 'ekologie']",chemie,chemie,True
afr,Q9106_P101_Q413,Dmitri Mendelejef,P101,Dmitri Mendelejef werk op die gebied van _____.,"['Fotografie', 'fisika', 'wiskundige', 'musikant']",fisika,fisika,True
afr,Q46633_P101_Q395,Charles Babbage,P101,Charles Babbage werk op die gebied van _____.,"['wiskunde', 'geneeskunde', 'Argitektuur', 'teologie']",wiskunde,wiskunde,True
afr,Q619_P101_Q395,Nicolaas Copernicus,P101,Nicolaas Copernicus werk op die gebied van _____.,"['wiskunde', 'geneeskunde', 'fisika', 'Ekonoom']",wiskunde,fisika,False
afr,Q8739_P101_Q8087,Archimedes,P101,Archimedes werk op die gebied van _____.,"['taalwetenskappe', 'sosiologie', 'Meetkunde', 'apartheid']",Meetkunde,Meetkunde,True
afr,Q83041_P101_Q333,Anaxagoras,P101,Anaxagoras werk op die gebied van _____.,"['sterrekunde', 'fisika', 'wiskunde', 'Wetenskap']",sterrekunde,fisika,False
afr,Q39599_P101_Q413,Christiaan Huygens,P101,Christiaan Huygens werk op die gebied van _____.,"['teologie', 'fisika', 'Jag', 'geskiedenis']",fisika,fisika,True
afr,Q294169_P101_Q2329,Jan van Helmont,P101,Jan van Helmont werk op die gebied van _____.,"['sterrekunde', 'ekonomie', 'Fotografie', 'chemie']",chemie,chemie,True
afr,Q2831_P101_Q639669,Michael Jackson,P101,Michael Jackson werk op die gebied van _____.,"['Argitektuur', 'geskiedenis', 'logika', 'musikant']",musikant,musikant,True
afr,Q194691_P101_Q34178,Frederik (Friedrich) Spanheim,P101,Frederik (Friedrich) Spanheim werk op die gebied van _____.,"['geologie', 'romanskrywer', 'chemie', 'teologie']",teologie,geologie,False
afr,Q9381_P101_Q8134,Adam Smith,P101,Adam Smith werk op die gebied van _____.,"['ekonomie', 'wiskunde', 'Genetika', 'mitologie']",ekonomie,ekonomie,True
afr,Q163920_P101_Q36963,Adonis,P101,Adonis werk op die gebied van _____.,"['apartheid', 'Jag', 'musikant', 'ekologie']",Jag,ekologie,False
afr,Q29573_P101_Q413,Mildred Dresselhaus,P101,Mildred Dresselhaus werk op die gebied van _____.,"['voël', 'Wetenskap', 'sosiologie', 'fisika']",fisika,fisika,True
afr,Q337040_P101_Q395,George Dantzig,P101,George Dantzig werk op die gebied van _____.,"['teologie', 'logika', 'sielkunde', 'wiskunde']",wiskunde,wiskunde,True
afr,Q1043_P101_Q11190,Carolus Linnaeus,P101,Carolus Linnaeus werk op die gebied van _____.,"['Meetkunde', 'geneeskunde', 'apartheid', 'chemie']",geneeskunde,geneeskunde,True
afr,Q1035_P101_Q1069,Charles Darwin,P101,Charles Darwin werk op die gebied van _____.,"['geologie', 'topologie', 'Ballet', 'ekonomie']",geologie,geologie,True
afr,Q60698_P101_Q9418,Ludwig Klages,P101,Ludwig Klages werk op die gebied van _____.,"['ekonomie', 'topologie', 'apartheid', 'sielkunde']",sielkunde,sielkunde,True
afr,Q7604_P101_Q333,Leonhard Euler,P101,Leonhard Euler werk op die gebied van _____.,"['chemie', 'apartheid', 'topologie', 'sterrekunde']",sterrekunde,topologie,False
afr,Q1964408_P101_Q11633,Nan Hoover,P101,Nan Hoover werk op die gebied van _____.,"['topologie', 'Manga', 'anatomie', 'Fotografie']",Fotografie,Fotografie,True
afr,Q307_P101_Q5891,Galileo Galilei,P101,Galileo Galilei werk op die gebied van _____.,"['voël', 'Ekonoom', 'filosofie', 'Wetenskap']",filosofie,Wetenskap,False
afr,Q37970_P101_Q7162,Gregor Mendel,P101,Gregor Mendel werk op die gebied van _____.,"['Fisiologie', 'argeologie', 'Jag', 'Genetika']",Genetika,Genetika,True
afr,Q1225_P101_Q639669,Bruce Springsteen,P101,Bruce Springsteen werk op die gebied van _____.,"['spotprenttekenaar', 'musikant', 'sosiologie', 'Boeddhisme']",musikant,musikant,True
ara,/m/027xc_t_place_of_birth_/m/0hyxv,جون ستيفن,place_of_birth,جون ستيفن ولد في _____.,"['وارن', 'إيطاليا', 'غلازغو', 'ديربي']",غلازغو,غلازغو,True
ara,/m/02x3vxv_place_of_birth_/m/0chghy,جورجينا ويليس,place_of_birth,جورجينا ويليس ولد في _____.,"['نوكسفيل', 'أستراليا', 'كونكورد', 'إسطنبول']",أستراليا,كونكورد,False
ara,/m/0cn_13r_place_of_birth_/m/0dclg,ستانلي كورسين,place_of_birth,ستانلي كورسين ولد في _____.,"['تشيشاير', 'فيلادلفيا', 'ميشيغان', 'بريزبن']",فيلادلفيا,ميشيغان,False
ara,/m/0crjbpj_place_of_birth_/m/06c62,إدوارد إندر,place_of_birth,إدوارد إندر ولد في _____.,"['برغن', 'سبوكين', 'براندون', 'روما']",روما,برغن,False
ara,/m/0gfh3j8_place_of_birth_/m/0hyxv,جون فيشر,place_of_birth,جون فيشر ولد في _____.,"['تشيشاير', 'لافاييت', 'أوكلاند', 'غلازغو']",غلازغو,تشيشاير,False
ara,/m/09gm50p_place_of_birth_/m/01cx_,لوسي سميث,place_of_birth,لوسي سميث ولد في _____.,"['لينكولن', 'كانبرا', 'فريسنو', 'بوسطن']",بوسطن,فريسنو,False
ara,/m/04gjbgp_place_of_birth_/m/0m75g,ليسلي هوفتون,place_of_birth,ليسلي هوفتون ولد في _____.,"['نيفادا', 'كانتربوري', 'شفيلد', 'سوانزي']",شفيلد,شفيلد,True
ara,/m/07s3mqv_place_of_birth_/m/096gm,يوجينة بوبا,place_of_birth,يوجينة بوبا ولد في _____.,"['ويسكونسن', 'كوينسي', 'كوفنتري', 'بوخارست']",بوخارست,كوينسي,False
ara,/m/063z12h_place_of_birth_/m/01cx_,دوغلاس بي فراي,place_of_birth,دوغلاس بي فراي ولد في _____.,"['قرية ساوتهمبتون', 'هارتفورد', 'كرايستشرش', 'بوسطن']",بوسطن,هارتفورد,False
ara,/m/0cz81v_place_of_birth_/m/0xnt5,سهيل فازال,place_of_birth,سهيل فازال ولد في _____.,"['بلاكبول', 'لاهور', 'غرينفيل', 'ماساتشوستس']",لاهور,لاهور,True
ara,/m/03c3013_place_of_birth_/m/07z1m,جيمس جونسون,place_of_birth,جيمس جونسون ولد في _____.,"['نانجينغ', 'باكستان', 'فرجينيا', 'كييف']",فرجينيا,فرجينيا,True
ara,/m/0cz9kky_place_of_birth_/m/05l64,هوفارد ريم,place_of_birth,هوفارد ريم ولد في _____.,"['ليوبليانا', 'غارلاند', 'أوسلو', 'سري']",أوسلو,غارلاند,False
ara,/m/08rd06_place_of_birth_/m/0345h,هوبيرت شيفر,place_of_birth,هوبيرت شيفر ولد في _____.,"['ساسكس', 'أوسلو', 'نورفولك', 'ألمانيا']",ألمانيا,ألمانيا,True
ara,/m/065yh9q_place_of_birth_/m/07qp98,إيفان بيتش,place_of_birth,إيفان بيتش ولد في _____.,"['بيرنلي', 'مارسيليا', 'دارلينغتون', 'كونكورد']",كونكورد,دارلينغتون,False
ara,/m/02px6dn_place_of_birth_/m/02dtg,شون هيكي,place_of_birth,شون هيكي ولد في _____.,"['ألبرتا', 'كانتربيري', 'شروزبري', 'ديترويت']",ديترويت,كانتربيري,False
ara,/m/0gh6k4l_place_of_birth_/m/01q0l,هكتور دي كاسترو,place_of_birth,هكتور دي كاسترو ولد في _____.,"['نيجيريا', 'القسطنطينية', 'فيرفيلد', 'أوكسفورد']",القسطنطينية,فيرفيلد,False
ara,/m/02vtzz7_place_of_birth_/m/06hdk,ستيفن غري,place_of_birth,ستيفن غري ولد في _____.,"['غرينفيل', 'مينسك', 'روتردام', 'بيتسبرغ']",روتردام,بيتسبرغ,False
ara,/m/03ycxb1_place_of_birth_/m/094jv,لوي فيريتشيو,place_of_birth,لوي فيريتشيو ولد في _____.,"['أستراليا', 'هالفيكس', 'بالتيمور', 'واشنطن']",بالتيمور,بالتيمور,True
ara,/m/0h969nz_place_of_birth_/m/0h7h6,جون دودينغتون,place_of_birth,جون دودينغتون ولد في _____.,"['موسكو', 'تورونتو', 'كاليفورنيا', 'إستونيا']",تورونتو,كاليفورنيا,False
ara,/m/07y2qb_place_of_birth_/m/0dclg,غراهام سالزبوري,place_of_birth,غراهام سالزبوري ولد في _____.,"['وندسور', 'سيراكيوز', 'دورهام، كارولاينا الشمالية', 'فيلادلفيا']",فيلادلفيا,دورهام، كارولاينا الشمالية,False
ara,/m/0gmfw2n_place_of_birth_/m/03_r3,باني جونسون,place_of_birth,باني جونسون ولد في _____.,"['تشيسترفيلد', 'جامايكا', 'باول', 'مانهاتن']",جامايكا,تشيسترفيلد,False
ara,/m/02r6_yw_place_of_birth_/m/01znc_,سينك ريندا,place_of_birth,سينك ريندا ولد في _____.,"['غيلونغ', 'سبليت', 'تركيا', 'جنيف']",تركيا,غيلونغ,False
ara,/m/04z_59w_place_of_birth_/m/02jx1,غوردون بالدوين,place_of_birth,غوردون بالدوين ولد في _____.,"['أونتاريو', 'إنجلترا', 'غالواي', 'نيوآرك']",إنجلترا,أونتاريو,False
ara,/m/02rsffj_place_of_birth_/m/025r_t,روب تشايلدز,place_of_birth,روب تشايلدز ولد في _____.,"['ديربي', 'إلينوي', 'تورينو', 'همبولت']",ديربي,ديربي,True
ara,/m/08138h_place_of_birth_/m/06y57,رايموند ماكغراث,place_of_birth,رايموند ماكغراث ولد في _____.,"['سوريا', 'برمنغهام', 'ساليزبوري', 'سيدني']",سيدني,سيدني,True
ara,/m/0g59dpv_place_of_birth_/m/01l63,جاك ماغوغان,place_of_birth,جاك ماغوغان ولد في _____.,"['بلفاست', 'تورونتو', 'النمسا', 'كوبا']",بلفاست,بلفاست,True
ara,/m/095d52_place_of_birth_/m/06y57,جوليا ويلسون,place_of_birth,جوليا ويلسون ولد في _____.,"['ميدلسكس', 'لينكولن', 'كامدن', 'سيدني']",سيدني,كامدن,False
ara,/m/04ght19_place_of_birth_/m/06wjf,وانغ جونغ,place_of_birth,وانغ جونغ ولد في _____.,"['شانغهاي', 'تشيشير', 'بانجور', 'كاليس']",شانغهاي,شانغهاي,True
ara,/m/02x16f5_place_of_birth_/m/04llb,صوفيا إستر,place_of_birth,صوفيا إستر ولد في _____.,"['سنغافورة', 'كورنيش', 'لشبونة', 'واشنطن']",لشبونة,لشبونة,True
ara,/m/04g0ldq_place_of_birth_/m/0chghy,ناثان لونغ,place_of_birth,ناثان لونغ ولد في _____.,"['شيلبي', 'أستراليا', 'كوفنتري', 'إيتون']",أستراليا,كوفنتري,False
ara,/m/09ph9n_place_of_birth_/m/0chghy,جون سيرو,place_of_birth,جون سيرو ولد في _____.,"['بويسي', 'ساسكاتشوان', 'أستراليا', 'نيوآرك']",أستراليا,نيوآرك,False
ara,/m/03ns7n9_place_of_birth_/m/01914,وانغ وي,place_of_birth,وانغ وي ولد في _____.,"['كورك', 'بكين', 'ديفون', 'إيران']",بكين,بكين,True
ara,/m/0czztv_place_of_birth_/m/02dtg,ثيودور باسكين,place_of_birth,ثيودور باسكين ولد في _____.,"['أثينا', 'باربادوس', 'كونوي', 'ديترويت']",ديترويت,ديترويت,True
ara,/m/03y8qbn_place_of_birth_/m/095w_,فرينيك سيبوس,place_of_birth,فرينيك سيبوس ولد في _____.,"['جاكرتا', 'كارنيغي', 'بودابست', 'نوكسفيل']",بودابست,بودابست,True
ara,/m/02zbglh_place_of_birth_/m/04jpl,آرثر هارولد ستون,place_of_birth,آرثر هارولد ستون ولد في _____.,"['إنديانا', 'هامبشاير', 'نابولي', 'لندن']",لندن,هامبشاير,False
ara,/m/03cwykz_place_of_birth_/m/05qtj,جين ديروين,place_of_birth,جين ديروين ولد في _____.,"['بلمونت', 'برونزويك', 'كونوي', 'باريس']",باريس,كونوي,False
ara,/m/026vmgp_place_of_birth_/m/03rk0,فريدريك بوتينغر,place_of_birth,فريدريك بوتينغر ولد في _____.,"['داروين', 'نيوبورت', 'الهند', 'رالي']",الهند,نيوبورت,False
ara,/m/05p6_td_place_of_birth_/m/018njr,باتريك توماس ستون,place_of_birth,باتريك توماس ستون ولد في _____.,"['مومباي', 'كراتشي', 'بيمبروك', 'القاهرة']",بيمبروك,بيمبروك,True
ara,/m/03d7sz9_place_of_birth_/m/080h2,أندريا نيل,place_of_birth,أندريا نيل ولد في _____.,"['موريشيوس', 'فانكوفر', 'براندون', 'بيست']",فانكوفر,فانكوفر,True
ara,/m/0592ps_place_of_birth_/m/04jpl,جيلبرت جون أرو,place_of_birth,جيلبرت جون أرو ولد في _____.,"['نيوتن', 'لندن', 'الجزائر', 'كاراكاس']",لندن,كاراكاس,False
ara,/m/0gxzy76_place_of_birth_/m/04jpl,جون هوارد,place_of_birth,جون هوارد ولد في _____.,"['قرية ساوتهمبتون', 'لندن', 'غوادالاخارا', 'فيلادلفيا']",لندن,قرية ساوتهمبتون,False
ara,/m/047kry_place_of_birth_/m/02z1tq,إليزور غوودريتش,place_of_birth,إليزور غوودريتش ولد في _____.,"['مونتيفيديو', 'دورهام', 'تونغا', 'كرايستشرش']",دورهام,دورهام,True
ara,/m/043k8_m_place_of_birth_/m/06mxs,غريتا كنوتسون,place_of_birth,غريتا كنوتسون ولد في _____.,"['ستوكهولم', 'باكستان', 'كارثاغ', 'كندا']",ستوكهولم,ستوكهولم,True
ara,/m/0gfgrr2_place_of_birth_/m/018dk_,باول دانيلز,place_of_birth,باول دانيلز ولد في _____.,"['ساليزبوري', 'ماكون', 'ألمانيا', 'بيرلينجتون']",بيرلينجتون,بيرلينجتون,True
ara,/m/05cvw7_place_of_birth_/m/0f2rq,توم جونز,place_of_birth,توم جونز ولد في _____.,"['ويلينغتون', 'دالاس', 'غاليسيا', 'بكين']",دالاس,غاليسيا,False
ara,/m/06w91mj_place_of_birth_/m/036_fk,إليزابيث بارتليت,place_of_birth,إليزابيث بارتليت ولد في _____.,"['التعامل', 'بومونت', 'البرتغال', 'كولومبيا']",التعامل,بومونت,False
ara,/m/09v1623_place_of_birth_/m/02hrh0_,لورا موريارتي,place_of_birth,لورا موريارتي ولد في _____.,"['نيكاراجوا', 'فيرونا', 'ماساتشوستس', 'هونولولو']",هونولولو,ماساتشوستس,False
ara,/m/0gg5trv_place_of_birth_/m/0144wg,ديفيد موس,place_of_birth,ديفيد موس ولد في _____.,"['بغداد', 'تاكوما', 'ايرفين', 'دونكاستر']",دونكاستر,ايرفين,False
ara,/m/05kxds_place_of_birth_/m/0c_m3,ريتشارد تيلينغاست,place_of_birth,ريتشارد تيلينغاست ولد في _____.,"['تالين', 'ممفيس', 'نيس', 'هوبارت']",ممفيس,تالين,False
ara,/m/0fp_g4_place_of_birth_/m/0fm7s,جوديث موك,place_of_birth,جوديث موك ولد في _____.,"['هامبشاير', 'فرانكفورت', 'غالواي', 'برغن']",برغن,غالواي,False
ara,/m/0c3_555_place_of_birth_/m/0k33p,فرانك فاريل,place_of_birth,فرانك فاريل ولد في _____.,"['قبرص', 'لينكولن', 'إنجلترا', 'برمينغهام']",برمينغهام,إنجلترا,False
